ensemble_cluster_id,cluster_size,missing_sm,match_letter,picked_idx,confidence,reason,n_candidates
12049,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12076,3,ASDA,NONE,,0.95,"Cluster is shell-on mixed nuts (300g/250g). No ASDA candidate matches: A is eggs, B is fruit, C is tandoori grill, D is flowers, E is cutlery, F is grain salad,",8
12062,2,Sains,NONE,,0.95,"The cluster is Bahlsen Choco Leibniz Orange (chocolate biscuits with orange flavour, 125g). None of the candidates match: C is a different Bahlsen product (Ohne",8
12051,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12051,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12048,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",3
12082,2,Tesco,NONE,,0.95,"The cluster contains plain baking caramel (400g own-brand products). Candidates A-D are chocolate/confectionery spreads or eggs, E is a caramel topping (differe",8
12056,2,Tesco,NONE,,0.95,"Cluster is iced fruit cake (rich, with icing). Candidate B is fruit loaf (different product type), C is mixed fruit loaf (different), D is porter cake (differen",8
12056,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12058,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12062,2,ASDA,NONE,,0.95,"Cluster is Bahlsen Leibniz Chocolate Orange (branded, specific flavour). All ASDA candidates are either different brands (ASDA own-brand, The Bakehouse) or diff",8
12060,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12085,2,ASDA,NONE,,0.95,"Cluster is J.J. Whitley Gold Artisanal Vodka (700ml). No ASDA candidate matches this branded vodka product. Candidates A, D, F are beverages but wrong brand/typ",8
12061,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12088,2,Sains,NONE,,0.95,"Cluster is prawn cocktail sauce (condiment/sauce). All Sainsbury's candidates are either pork sausages, beetroot, seafood filler, or Diane sauce - none match th",8
12070,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12070,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12067,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12071,3,ASDA,NONE,,0.95,"No candidate matches Birra Moretti Lager 6x330ml (1980ml). A is different brand and volume; B-H are birthday cards or dispensers, not beer.",8
12074,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12063,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12079,3,ASDA,NONE,,0.95,"Cluster is The Groovy Food Company Agave Nectar 250ml. No ASDA candidates match this brand, product type, or volume. All candidates are either food storage prod",8
12081,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12101,2,Tesco,NONE,,0.95,"No candidate matches the cluster's pineapple & coconut juice drink profile. B is a smoothie (different product type), D and E are energy drinks (different categ",8
12081,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12082,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12097,3,ASDA,NONE,,0.95,"Cluster is Finnebrogue brand (specific branded product), all candidates are ASDA own-brand. None match the Finnebrogue brand requirement. Additionally, cluster ",8
12084,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12085,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12086,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12105,2,Tesco,NONE,,0.95,Cluster contains Cadbury Buttons (both Bournville Dark and Dairy Milk Mint varieties) at 110g. No Tesco candidate matches: no Cadbury Buttons product present in,8
12087,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12101,2,ASDA,NONE,,0.95,Cluster is Pineapple & Coconut juice drink. Candidate A is Pineapple with Lime (no coconut). Candidate C is pure Coconut drink (no pineapple). Candidate E is ge,8
12087,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12091,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12100,2,Tesco,B,63578.0,0.72,"B is Tesco Finest S'mores Loaded Brownies (2 pack), matching the S'mores brownie variety from Morrisons cluster. Core product is S'mores brownies in sliced/port",8
12088,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12100,2,ASDA,NONE,,0.95,Cluster contains brownie products (S'Mores Brownie and Brownie Slices). Candidate B (Mega Brownie Cake) is a brownie but 'Cake' suggests different form/texture.,8
12092,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12114,3,ASDA,NONE,,0.95,Cluster is Love Corn brand crunchy corn snacks in 115g. No candidate is Love Corn brand corn snacks. All candidates are different brands and/or different snack ,8
12095,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12093,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12093,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12096,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12113,3,ASDA,NONE,,0.95,Cluster contains mixed products (Ham & Cheese + two Egg & Cress variants) with no single core product. No ASDA candidate matches all three or represents the uni,8
12096,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12125,2,ASDA,NONE,,0.95,"Cluster contains Chicken Balti ready meals (375g-392g). Candidates are soups, noodles, and fry mixes - different product categories and flavours. No balti produ",8
12117,2,Tesco,NONE,,0.95,"Kalettes is a specific hybrid vegetable (cross between kale and Brussels sprouts). None of the Tesco candidates are Kalettes - they are either tomatoes, mangeto",8
12104,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12129,2,Morrisons,NONE,,0.95,"No candidate is fresh raspberries 250g. B is a cheesecake product, E/H are not produce specifications, G is pears not raspberries, A/C/D/F are unrelated product",8
12109,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12110,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12107,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12111,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12105,2,ASDA,NONE,,0.95,Cluster contains Cadbury Buttons (either Bournville Dark or Dairy Milk Mint) at 110g. No ASDA candidate is a Cadbury Buttons product. All candidates are either ,8
12132,2,ASDA,A,7550.0,0.92,"Napolina branded chopped tomatoes, 4x400g pack (1595.7g ≈ 1600g), same variety (chopped tomatoes in tomato juice). Minor weight variation (1595.7g vs 1600g) is ",8
12115,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12123,3,ASDA,NONE,,0.99,"No candidate matches the cluster. GetPro is a branded high-protein drink product. Candidates A-G are different products (mousses, chocolate eggs, juice, malt dr",8
12117,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12116,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12134,2,Morrisons,NONE,,0.99,"Cluster is fusilli pasta (1kg). Candidates A-G are: paratha breads (A,C,G), sweets (B), fruit punch (D), paper cases (E), and pitta bread (F). None match the co",7
12119,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12118,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12125,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12120,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12121,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12127,2,ASDA,NONE,,0.95,"Cluster is red seedless grapes 500g. Candidates A-D are all different varieties (mixed, black, green, or flavoured) and/or different weights (375-400g vs 500g).",8
12127,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12135,2,ASDA,NONE,,0.95,"Cluster is Pom-Bear Original (branded product, 78g total, 6x13g pack). No candidate matches: A-D are different brands/products, E-H are completely different cat",8
12128,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12143,2,Morrisons,NONE,,0.95,"Cluster contains salted peanuts (200g). No Morrison's candidate matches: A is cashews, B&C are peanut mixes, D is cashews (different weight), E is almonds, F&H ",8
12128,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12129,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12136,2,Morrisons,NONE,,0.95,Cluster contains Sainsbury's and Tesco own-brand baked beans in reduced sugar & salt (200-220g). No Morrison's own-brand reduced sugar & salt baked beans in sim,8
12130,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12134,2,ASDA,NONE,,0.95,"Cluster is fusilli pasta (1kg food product). Candidates A-H are either muesli, food storage containers, or kitchen items - none are pasta or food products match",8
12132,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",4
12131,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12152,2,Morrisons,NONE,,0.99,"Cluster is Skips Prawn Cocktail crisps 6x13.1g (78.6g total). No candidate matches: A&B are Scrapples Apple crisps (different brand, flavor, weight), C is parat",8
12144,2,ASDA,NONE,,0.95,"Cluster is Heinz Top Down Ketchup 460g (condiment). Candidates A-H are all tomato sauces for prepared dishes (baked beans, pasta, sausages), not ketchup condime",8
12135,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12140,2,Morrisons,NONE,,0.99,"Cluster is Weetabix cereal (branded breakfast cereal). All candidates (A-H) are completely different products: mackerel, deli items, cucumber, jelly, coffee, sw",8
12143,2,ASDA,NONE,,0.95,"Cluster contains plain salted peanuts (200g). All candidates are either different flavours (Masala, Tandoori, Balti), different products (chestnuts, chocolate, ",8
12136,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12138,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12140,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12138,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12161,3,Morrisons,NONE,,0.95,"Cluster is Kallo brand lightly salted rice cakes at 130g. Candidate A is Morrisons own-brand at 100g (different weight, different brand). No Kallo lightly salte",8
12141,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12142,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12142,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12167,2,ASDA,NONE,,0.95,"The cluster contains plain mini breadsticks (6 pack, 120g total). Candidate A is branded Caffe Amalfi (different brand), B and C are flavored varieties (sea sal",8
12144,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12141,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12158,2,Morrisons,NONE,,0.95,Cluster is Heinz Baked Beans 150g. Candidate A is Heinz Beef Ravioli 200g (different product variety and weight). All other candidates are either non-food items,8
12146,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12150,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12150,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12158,2,ASDA,NONE,,0.95,"Cluster is Heinz Baked Beans 150g. No candidates match: A & B are sardines, C is pasta sauce, D is micro pasta, E & G are legumes in water (different product ty",8
12162,2,Morrisons,NONE,,0.95,"Cluster is cornflour (a flour product). Candidate A is cornflakes (breakfast cereal), B is popcorn (a snack), C is rice flour (different flour type), D is an un",4
12154,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12152,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12178,2,Morrisons,NONE,,0.95,"Cluster is Toffee Crisp milk chocolate bars (branded, 38g individual bars in multipack). No candidate matches this brand, variety, or format. Little Rolo (A) is",8
12181,2,ASDA,NONE,,0.95,Cluster is baby carrots (whole/intact). Candidate A is sliced carrots - different cut/variety. B-F and H are beans/legumes - completely different core product. ,8
12179,2,Morrisons,NONE,,0.99,"Cluster is seedless raisins (dried fruit). All candidates are either flour, beans, lentils, tea, sweeteners, or grapefruit segments - none match raisins.",8
12177,2,ASDA,NONE,,0.95,"Cluster is distilled vinegar (clear, mild acidity). Candidate A is malt vinegar (different variety/flavor). B, C, D are different vinegar types. E-H are unrelat",8
12162,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
12163,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12167,2,Morrisons,A,22084.0,0.85,"Mini breadsticks in similar format, though weight differs (100g vs 120g cluster). Core product is mini breadsticks, own-brand acceptable, but weight mismatch re",8
12163,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12165,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12171,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12171,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12169,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12189,2,Morrisons,NONE,,0.99,"None of the Morrisons candidates are Weetabix cereal. All candidates (A-H) are different products: mackerel, deli items, pickles, jelly, coffee, sweetener, nood",8
12165,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12175,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12175,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12174,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12191,2,Morrisons,NONE,,0.95,"Cluster is Galaxy Minstrels (branded, specific product), 125g. No candidate matches: A is Morrisons own-brand Buttons (different brand, different weight 110g); ",8
12178,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12196,2,Morrisons,NONE,,0.95,"Cluster is Flahavan's Organic Jumbo Oats 1kg. Candidate C (Morrisons Original Oats) is different brand (Morrisons own-brand, not Flahavan's), different variety ",5
12177,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12196,2,ASDA,NONE,,0.95,"Cluster is Flahavan's Organic Jumbo Oats (branded, organic, Irish). Candidate A is ASDA British Porridge Oats (different brand, different origin, no organic spe",7
12181,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12206,2,ASDA,NONE,,0.95,"No demerara cane sugar 1kg product found in ASDA candidates. All candidates are either decorations, kitchen items, or non-sugar products.",8
12179,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12182,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12182,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12207,2,ASDA,NONE,,0.99,"Cluster is granulated sugar (food product). All ASDA candidates are either food storage containers, kitchen appliances, or laundry items. No sugar product prese",8
12183,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12212,3,Morrisons,NONE,,0.99,"Cluster is Heinz No Added Sugar Baked Beans (~1660g, 4-pack). All Morrison candidates are baking-related items (candles, cases, decorations) or tea with fruit -",8
12206,2,Morrisons,NONE,,0.95,"Cluster contains Demerara sugar (specific variety), candidates A and C are Granulated and Preserving sugar (different varieties). No Demerara sugar option in ca",8
12187,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12209,2,Morrisons,A,20452.0,0.75,"Morrisons Salted Cashews matches the core product (salted cashews) and brand type (own-brand), but weight is notably smaller (258.9g vs 350g cluster average), m",8
12183,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12190,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12184,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12190,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12189,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12203,2,ASDA,NONE,,0.95,Cluster is Heinz branded Cream of Tomato Soup 300g. Candidate A is ASDA own-brand and 400g (different brand and weight). No candidates match the Heinz brand and,8
12191,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12187,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12223,2,Morrisons,NONE,,0.95,"Cluster is De Cecco Fusilli (branded, Italian pasta). Candidate A is Morrisons The Best Fusillata Casareccia (different brand, different pasta shape/variety). N",7
12193,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12218,2,Morrisons,NONE,,0.95,"Cluster is dried mango 100g. No candidate is dried mango at 100g. Option A is mango jelly (different product type), C is mango & pineapple tea (different produc",8
12203,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12204,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",7
12222,2,ASDA,NONE,,0.95,"Candidate A is McVitie's Mini Penguin (chocolate biscuits), while cluster is McVitie's Mini Gingerbread Men. Different variety/flavour despite matching brand, w",8
12207,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12208,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12204,2,ASDA,NONE,,0.95,"Cluster is De Cecco Linguine 500g (Italian pasta brand). No candidate matches: A-D are non-pasta items, E is different pasta brand/shape (Pastificio Liguori Cas",8
12233,2,ASDA,NONE,,0.99,Cluster is De Cecco Penne Rigate pasta 500g. All ASDA candidates are baking/cake decoration items or condiments - no pasta products present. No match possible.,8
12209,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12213,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12234,2,ASDA,NONE,,0.95,"Cluster contains onion rings (fried ring-shaped snacks), but all ASDA candidates are crisps or other snack types, not onion rings. A is Funyuns (onion-flavored ",8
12213,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12232,2,Morrisons,NONE,,0.95,"Cluster is roasted salted pistachios (nuts). All candidates are either beans/peas (A, C, D, E, F, G), cashews (B), or ground coffee (H). No pistachio match avai",8
12215,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12215,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12218,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12236,2,Morrisons,NONE,,0.95,"The cluster is Garlic & Coriander Naan (bread product, 260g, pack of 2). Candidate C (The Clay Oven Bakery Garlic &...) is the only naan-type product, but it's ",8
12219,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12219,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12222,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12237,2,ASDA,NONE,,0.95,Cluster is Del Monte Mandarins in Juice (~300g). Candidates A and B are different fruits (Peach/Apricot) and different syrups. No ASDA product matches the manda,8
12223,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12226,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12233,2,Morrisons,NONE,,0.99,"Cluster is De Cecco Penne Rigate 500g pasta. None of the Morrisons candidates are pasta products. Candidates include paneer, cake, paper cases, chocolates, brea",8
12226,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12227,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12244,2,Morrisons,NONE,,0.95,"Cluster contains oatmeal & raisin cookies from Sainsbury's and Tesco. No Morrison's candidate matches this specific variety - A is chocolate/raisin (different),",8
12231,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12236,2,ASDA,NONE,,0.95,"Cluster is Garlic & Coriander Naan (bread product, 260g, 2-pack). All candidates are condiments, sauces, pastas, or non-food items. No naan bread match availabl",8
12239,2,Morrisons,NONE,,0.95,Candidate A is butter beans but Morrisons own-brand (not Napolina brand like cluster). Cluster requires Napolina branded product specifically. Different brand d,8
12234,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12227,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12232,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12254,2,ASDA,NONE,,0.95,"Cluster contains plain Weetabix Cereal in bulk packs (48-72 count). All ASDA candidates are either flavoured variants (A, C, D), oaty bars (B, E, F), or own-bra",8
12242,2,Morrisons,NONE,,0.95,"Cluster is Geeta's Mango Chutney 320g. Candidate A is Shaws brand (different brand), different variety (Chunky), and different weight (300g). No other candidate",8
12237,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
12250,2,ASDA,NONE,,0.99,"Cluster contains cashew nuts (food product). All candidates are kitchenware/home storage items (canisters, bakeware, chopper, nougat wafers). No food product ma",8
12240,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
