supermarket,prices_(£),prices_unit_(£),unit,names,date,category,own_brand,is_truncated,original_name,supermarket_brand,tier_type,tier_keyword,known_brand,pack_quantity,pack_pattern,unit_value,unit_type,abv_percentage,unit_inferred,attributes_types,attributes_keywords,descriptors,core_product_name,normalized_name
Tesco,1.25,1.2,kg,Tesco Scottish Oats Porridge 1Kg,20240413,food_cupboard,True,False,Tesco Scottish Oats Porridge 1Kg,Tesco,standard,,,,,1000.0,g,,False,,,,Scottish Oats Porridge,scottish oats porridge
Sains,2.5,1.2,l,"Vimto Sparkling, No Added Sugar 6x330ml",20240413,drinks,False,False,"Vimto Sparkling, No Added Sugar 6x330ml",,,,Vimto,6.0,count_x_size,1980.0,ml,,False,diet,no added sugar,,Sparkling,sparkling
ASDA,1.25,0.25,unit,The BAKERY at ASDA 5 Milk Chocolate Chip Cookies,20240413,bakery,True,False,The BAKERY at ASDA 5 Milk Chocolate Chip Cookies,The BAKERY at ASDA,standard,,,,,,,,False,,,,5 Milk Chocolate Chip Cookies,5 milk chocolate chip cookies
Tesco,3.3,13.2,l,Tesco Olive Oil 250Ml,20240413,food_cupboard,True,False,Tesco Olive Oil 250Ml,Tesco,standard,,,,,250.0,ml,,False,,,,Olive Oil,olive oil
Sains,3.6,10.3,kg,Sainsbury's Bakewell Tart Dessert 350g,20240413,fresh_food,True,False,Sainsbury's Bakewell Tart Dessert 350g,Sainsbury's,standard,,,,,350.0,g,,False,,,,Bakewell Tart Dessert,bakewell tart dessert
ASDA,2.95,11.8,kg,Belvita Breakfast Biscuits Soft Bakes Filled Strawberry 5pk,20240413,food_cupboard,False,False,Belvita Breakfast Biscuits Soft Bakes Filled Strawberry 5pk,,,,Belvita,5.0,count_pk,250.0,g,,True,,,{'texture': ['soft']},Breakfast Biscuits Soft Bakes Filled Strawberry,breakfast biscuits soft bakes filled strawberry
Sains,3.15,53.0,kg,Sainsbury's Oregano 60g,20240413,food_cupboard,True,False,Sainsbury's Oregano 60g,Sainsbury's,standard,,,,,60.0,g,,False,,,,Oregano,oregano
Morrisons,3.5,19.4,kg,Walnut Whip Milk Chocolate Multipack,20240116,food_cupboard,False,False,Walnut Whip Milk Chocolate Multipack,,,,,,,180.4,g,,True,,,{'packaging': ['multipack']},Walnut Whip Milk Chocolate Multipack,walnut whip milk chocolate multipack
ASDA,2.5,7.14,kg,Wai Wai X-Press Instant Noodles Creamy Chicken Flavour 350g,20240413,food_cupboard,False,False,Wai Wai X-Press Instant Noodles Creamy Chicken Flavour 350g,,,,,,,350.0,g,,False,,,{'texture': ['creamy']},Wai Wai X-Press Instant Noodles Creamy Chicken Flavour,wai wai x press instant noodles creamy chicken flavour
Sains,7.5,9.98,l,La Patrie Cahors Malbec 75cl,20240413,drinks,False,False,La Patrie Cahors Malbec 75cl,,,,,,,750.0,ml,,False,,,,La Patrie Cahors Malbec,la patrie cahors malbec
Sains,4.5,15.0,kg,"Sainsbury's Shawarma Chicken & Tabbouleh Salad, Summer Edition, Taste the Difference 300g",20240413,fresh_food,True,False,"Sainsbury's Shawarma Chicken & Tabbouleh Salad, Summer Edition, Taste the Difference 300g",Sainsbury's,standard,,,,,300.0,g,,False,,,,"Shawarma Chicken and Tabbouleh Salad, Summer Edition, Taste the Difference",shawarma chicken and tabbouleh salad summer edition taste the difference
Tesco,3.0,21.4,kg,Pulsin High Fibre Brownie Hazelnut 4X35g,20240413,food_cupboard,False,False,Pulsin High Fibre Brownie Hazelnut 4X35g,,,,,4.0,count_x_size,140.0,g,,False,,,,Pulsin High Fibre Brownie Hazelnut,pulsin high fibre brownie hazelnut
Tesco,1.5,1.7,l,Lucozade Energy Caribbean Crush 900Ml,20240413,drinks,False,False,Lucozade Energy Caribbean Crush 900Ml,,,,Lucozade,,,900.0,ml,,False,,,,Energy Caribbean Crush,energy caribbean crush
Tesco,2.9,4.14,l,Smirnoff Ice Tropical Ready To Drink Premix Bottle 70cl,20240209,drinks,False,False,Smirnoff Ice Tropical Ready To Drink Premix Bottle 70cl,,,,Smirnoff,,,700.0,ml,,False,,,{'packaging': ['bottle']},Ice Tropical Ready To Drink Premix Bottle,ice tropical ready to drink premix bottle
ASDA,2.1,21.0,kg,ASDA Chopped Hazelnuts,20240413,food_cupboard,True,False,ASDA Chopped Hazelnuts,ASDA,standard,,,,,100.0,g,,True,,,{'form': ['chopped']},Chopped Hazelnuts,chopped hazelnuts
Morrisons,3.75,10.0,kg,Morrisons Butter Chicken & Pilau Rice,20240413,fresh_food,True,False,Morrisons Butter Chicken & Pilau Rice,Morrisons,standard,,,,,375.0,g,,True,,,,Butter Chicken and Pilau Rice,butter chicken and pilau rice
ASDA,2.5,2.5,unit,George Home Gold Tablecover,20240413,fresh_food,True,False,George Home Gold Tablecover,George Home,standard,,,,,,,,False,,,,Gold Tablecover,gold tablecover
ASDA,1.3,12.5,kg,Naked Big Eat Noodle Thai Style Fiery Chicken Panang,20240413,food_cupboard,False,False,Naked Big Eat Noodle Thai Style Fiery Chicken Panang,,,,Naked,,,104.0,g,,True,,,,Big Eat Noodle Thai Style Fiery Chicken Panang,big eat noodle thai style fiery chicken panang
Sains,1.15,3.83,kg,"Sainsbury's Broccoli, SO Organic 300g",20240413,free-from,True,False,"Sainsbury's Broccoli, SO Organic 300g",Sainsbury's,standard,,,,,300.0,g,,False,organic,organic,,"Broccoli, SO",broccoli so
Sains,1.5,16.7,kg,Proper Corn Sweet Cinnamon Popcorn 90g,20240411,free-from,False,False,Proper Corn Sweet Cinnamon Popcorn 90g,,,,,,,90.0,g,,False,,,{'flavor': ['sweet']},Proper Corn Sweet Cinnamon Popcorn,proper corn sweet cinnamon popcorn
Morrisons,1.09,13.6,kg,Morrisons Italian Style Salad,20240413,fresh_food,True,False,Morrisons Italian Style Salad,Morrisons,standard,,,,,80.1,g,,True,,,,Italian Style Salad,italian style salad
Morrisons,1.5,0.7,l,Sprite No Sugar,20240404,drinks,False,False,Sprite No Sugar,,,,Sprite,,,2142.9,ml,,True,,,,No Sugar,no sugar
Tesco,3.0,18.8,kg,Tesco Sweet Chilli Roast Chicken Slices 160g,20240412,fresh_food,True,False,Tesco Sweet Chilli Roast Chicken Slices 160g,Tesco,standard,,,,,160.0,g,,False,,,{'flavor': ['sweet']},Sweet Chilli Roast Chicken Slices,sweet chilli roast chicken slices
ASDA,2.0,12.5,kg,Fox's Fabulous Indulgent Centre Cookies Triple Chocolate,20240413,food_cupboard,False,False,Fox's Fabulous Indulgent Centre Cookies Triple Chocolate,,,,Fox'S,,,160.0,g,,True,,,,Fabulous Indulgent Centre Cookies Triple Chocolate,fabulous indulgent centre cookies triple chocolate
Tesco,2.5,7.81,kg,Weight Watchers Salmon & Broccoli Melt 320G,20240413,frozen,False,False,Weight Watchers Salmon & Broccoli Melt 320G,,,,Weight Watchers,,,320.0,g,,False,,,,Salmon and Broccoli Melt,salmon and broccoli melt
Morrisons,0.99,4.9,kg,Mars Large Egg,20240413,food_cupboard,False,False,Mars Large Egg,,,,Mars,,,202.0,g,,True,,,,Large Egg,large egg
Tesco,3.25,1.1,l,Tesco Apple/Blackcurrant Juice (No Added Sugar) 12X250ml,20240413,drinks,True,False,Tesco Apple/Blackcurrant Juice (No Added Sugar) 12X250ml,Tesco,standard,,,12.0,count_x_size,3000.0,ml,,False,diet,no added sugar,,Apple/Blackcurrant Juice,apple blackcurrant juice
Sains,2.5,9.09,l,Bottlegreen Elderflower Vodka Spritz 250ml,20240413,drinks,False,False,Bottlegreen Elderflower Vodka Spritz 250ml,,,,Bottlegreen,,,250.0,ml,,False,,,,Elderflower Vodka Spritz,elderflower vodka spritz
ASDA,10.0,2.84,l,Guinness Draught Stout Beer 8 x Can (food pack),20240413,drinks,False,False,Guinness Draught Stout Beer 8 x Can (food pack),,,,Guinness,,,3521.1,ml,,True,,,{'packaging': ['can']},Draught Stout Beer 8 x Can (food pack),draught stout beer 8 x can food pack
ASDA,2.0,7.4,kg,ASDA Hedgehog Biscuit Kit 270g,20240413,food_cupboard,True,False,ASDA Hedgehog Biscuit Kit 270g,ASDA,standard,,,,,270.0,g,,False,,,,Hedgehog Biscuit Kit,hedgehog biscuit kit
Tesco,1.45,29.6,kg,Tic Tac Fresh Mint 49G,20240413,food_cupboard,False,False,Tic Tac Fresh Mint 49G,,,,Tic Tac,,,49.0,g,,False,,,,Fresh Mint,fresh mint
ASDA,2.75,3.8,kg,ASDA Classic Runny Honey 720g,20240413,food_cupboard,True,False,ASDA Classic Runny Honey 720g,ASDA,standard,,,,,720.0,g,,False,,,,Classic Runny Honey,classic runny honey
ASDA,0.95,25.0,kg,Maggi So Juicy Aromatic and Peppery Cajun Chicken Herbs and Spices Recipe Mix,20240413,food_cupboard,False,False,Maggi So Juicy Aromatic and Peppery Cajun Chicken Herbs and Spices Recipe Mix,,,,Maggi,,,38.0,g,,True,,,,So Juicy Aromatic and Peppery Cajun Chicken Herbs and Spices Recipe Mix,so juicy aromatic and peppery cajun chicken herbs and spices recipe mix
Tesco,3.5,7.3,l,Extreme Raspberry With Cream 250Ml,20240229,frozen,False,False,Extreme Raspberry With Cream 250Ml,,,,,,,250.0,ml,,False,,,,Extreme Raspberry With Cream,extreme raspberry with cream
Tesco,2.7,27.0,kg,Tesco Rock Salt Grinder 100G,20240413,food_cupboard,True,False,Tesco Rock Salt Grinder 100G,Tesco,standard,,,,,100.0,g,,False,,,,Rock Salt Grinder,rock salt grinder
Tesco,1.85,14.7,kg,Dalgety Instant Ginger Tea 126G,20240413,food_cupboard,False,False,Dalgety Instant Ginger Tea 126G,,,,,,,126.0,g,,False,,,,Dalgety Instant Ginger Tea,dalgety instant ginger tea
ASDA,8.0,106.64,l,Cune Rioja,20240413,drinks,False,False,Cune Rioja,,,,,,,75.0,ml,,True,,,,Cune Rioja,cune rioja
ASDA,4.95,65.98,l,Le Manoir Du Baron Viognier,20240413,drinks,False,False,Le Manoir Du Baron Viognier,,,,,,,75.0,ml,,True,,,,Le Manoir Du Baron Viognier,le manoir du baron viognier
ASDA,5.0,9.09,kg,"ASDA Extra Special Pork Cutlets with Sea Salt, Black Pepper & Garlic Crust",20240413,fresh_food,True,False,"ASDA Extra Special Pork Cutlets with Sea Salt, Black Pepper & Garlic Crust",ASDA Extra Special,premium,Extra Special,,,,550.1,g,,True,,,,"Pork Cutlets with Sea Salt, Black Pepper and Garlic Crust",pork cutlets with sea salt black pepper and garlic crust
ASDA,3.0,7.8,kg,Kellogg's Pop-Tarts Chocotastic Pastry Snack,20240413,food_cupboard,False,False,Kellogg's Pop-Tarts Chocotastic Pastry Snack,,,,Kellogg'S,,,384.6,g,,True,,,,Pop-Tarts Chocotastic Pastry Snack,pop tarts chocotastic pastry snack
ASDA,2.75,7.3,kg,Kellogg's Froot Loops,20240413,food_cupboard,False,False,Kellogg's Froot Loops,,,,Kellogg'S,,,376.7,g,,True,,,,Froot Loops,froot loops
Tesco,3.55,8.9,kg,Kellogg's Crunchy Nut Chocolate Clusters Cereal 400G,20240413,food_cupboard,False,False,Kellogg's Crunchy Nut Chocolate Clusters Cereal 400G,,,,Kellogg'S,,,400.0,g,,False,,,{'texture': ['crunchy']},Crunchy Nut Chocolate Clusters Cereal,crunchy nut chocolate clusters cereal
ASDA,3.25,8.12,kg,ASDA Meal For One Chicken & Mushroom Risotto 400g,20240413,fresh_food,True,False,ASDA Meal For One Chicken & Mushroom Risotto 400g,ASDA,standard,,,,,400.0,g,,False,preparation,meal for one,,Chicken and Mushroom Risotto,chicken and mushroom risotto
ASDA,2.5,17.9,kg,GU Milk Chocolate & Ganache Mousse Dessert,20240413,fresh_food,False,False,GU Milk Chocolate & Ganache Mousse Dessert,,,,Gu,,,139.7,g,,True,,,,Milk Chocolate and Ganache Mousse Dessert,milk chocolate and ganache mousse dessert
Tesco,2.5,5.68,l,Northern Monk Wasted Pumpkin Stout 440Ml,20240113,drinks,False,False,Northern Monk Wasted Pumpkin Stout 440Ml,,,,,,,440.0,ml,,False,,,,Northern Monk Wasted Pumpkin Stout,northern monk wasted pumpkin stout
Sains,6.0,7.98,l,"Sainsbury's Vernaccia Di San Gimignano, Taste the Difference 75cl",20240413,drinks,True,False,"Sainsbury's Vernaccia Di San Gimignano, Taste the Difference 75cl",Sainsbury's,standard,,,,,750.0,ml,,False,,,,"Vernaccia Di San Gimignano, Taste the Difference",vernaccia di san gimignano taste the difference
Morrisons,6.0,6.0,unit,Nordic Spirit Bergamot Wild…,20240319,drinks,False,True,Nordic Spirit Bergamot Wild…,,,,,,,,,,False,,,,Nordic Spirit Bergamot Wild…,nordic spirit bergamot wild
Sains,3.4,4.2,l,Heinz Seriously Good Light Mayonnaise 815g,20240413,food_cupboard,False,False,Heinz Seriously Good Light Mayonnaise 815g,,,,Heinz,,,815.0,g,,False,,,,Seriously Good Light Mayonnaise,seriously good light mayonnaise
Morrisons,2.59,20.7,kg,Najma Wafer Thin Turkey Slices,20240413,food_cupboard,False,False,Najma Wafer Thin Turkey Slices,,,,,,,125.1,g,,True,,,{'texture': ['thin']},Najma Wafer Thin Turkey Slices,najma wafer thin turkey slices
Tesco,3.0,13.04,kg,Violife Vegan Greek White Block 230G,20240413,fresh_food,False,False,Violife Vegan Greek White Block 230G,,,,Violife,,,230.0,g,,False,diet,vegan,{'bakery_type': ['white']},Greek White Block,greek white block
Sains,3.0,5.4,kg,Yorkshire Provender Thai Green Chicken Noodle Soup 560g,20240413,fresh_food,False,False,Yorkshire Provender Thai Green Chicken Noodle Soup 560g,,,,,,,560.0,g,,False,,,,Yorkshire Provender Thai Green Chicken Noodle Soup,yorkshire provender thai green chicken noodle soup
Sains,3.0,16.7,kg,Sainsbury's Chicken Ceasar Salad,20240413,fresh_food,True,False,Sainsbury's Chicken Ceasar Salad,Sainsbury's,standard,,,,,179.6,g,,True,,,,Chicken Ceasar Salad,chicken ceasar salad
ASDA,2.25,4.5,l,Black Sheep Ale,20240413,drinks,False,False,Black Sheep Ale,,,,,,,500.0,ml,,True,,,,Black Sheep Ale,black sheep ale
Sains,1.05,3.6,kg,Sainsbury's Sweet Pickle 295g,20240413,food_cupboard,True,False,Sainsbury's Sweet Pickle 295g,Sainsbury's,standard,,,,,295.0,g,,False,,,{'flavor': ['sweet']},Sweet Pickle,sweet pickle
Morrisons,2.2,22.9,kg,Walkers Quavers Cheese Multipack Snacks Crisps,20240413,food_cupboard,False,False,Walkers Quavers Cheese Multipack Snacks Crisps,,,,Walkers,,,96.1,g,,True,,,{'packaging': ['multipack']},Quavers Cheese Multipack Snacks Crisps,quavers cheese multipack snacks crisps
Morrisons,1.25,10.87,kg,Gressingham 12 Chinese Style Pancakes,20240403,food_cupboard,False,False,Gressingham 12 Chinese Style Pancakes,,,,Gressingham,,,115.0,g,,True,,,,12 Chinese Style Pancakes,12 chinese style pancakes
Sains,8.0,32.0,kg,"Sainsbury's Extra Thick Caramel & Biscuit Egg, Taste the Difference 250g",20240124,food_cupboard,True,False,"Sainsbury's Extra Thick Caramel & Biscuit Egg, Taste the Difference 250g",Sainsbury's,standard,,,,,250.0,g,,False,,,{'texture': ['thick']},"Extra Thick Caramel and Biscuit Egg, Taste the Difference",extra thick caramel and biscuit egg taste the difference
Morrisons,1.75,7.0,kg,BelVita Breakfast Biscuits Soft…,20240413,food_cupboard,False,True,BelVita Breakfast Biscuits Soft…,,,,Belvita,,,250.0,g,,True,,,{'texture': ['soft']},Breakfast Biscuits Soft…,breakfast biscuits soft
ASDA,1.1,4.23,kg,ASDA Pineapple Slices in Fruit Juice 432g,20240413,drinks,True,False,ASDA Pineapple Slices in Fruit Juice 432g,ASDA,standard,,,,,432.0,g,,False,,,,Pineapple Slices in Fruit Juice,pineapple slices in fruit juice
ASDA,8.5,17.0,l,ASDA Raspberry Liqueur,20240413,drinks,True,False,ASDA Raspberry Liqueur,ASDA,standard,,,,,500.0,ml,,True,,,,Raspberry Liqueur,raspberry liqueur
Tesco,3.5,17.5,kg,Taylors Decaffe Roast Ground Coffee 200G,20240413,drinks,False,False,Taylors Decaffe Roast Ground Coffee 200G,,,,Taylors,,,200.0,g,,False,,,{'form': ['ground']},Decaffe Roast Ground Coffee,decaffe roast ground coffee
Sains,1.6,8.0,kg,Sainsbury's Ready To Eat Prunes 200g,20240413,food_cupboard,True,False,Sainsbury's Ready To Eat Prunes 200g,Sainsbury's,standard,,,,,200.0,g,,False,preparation,ready to eat,,Prunes,prunes
Sains,2.3,20.5,kg,Yorkshire Tea Biscuit Brew x40 Tea Bags 112g,20240413,food_cupboard,False,False,Yorkshire Tea Biscuit Brew x40 Tea Bags 112g,,,,Yorkshire Tea,40.0,x_count,112.0,g,,False,,,,Biscuit Brew Tea Bags,biscuit brew tea bags
Tesco,10.0,13.3,l,Howard Park Margaret River Cabernet Sauvignon 75Cl,20240413,drinks,False,False,Howard Park Margaret River Cabernet Sauvignon 75Cl,,,,,,,750.0,ml,,False,,,,Howard Park Margaret River Cabernet Sauvignon,howard park margaret river cabernet sauvignon
Morrisons,1.85,14.8,kg,Bahlsen Choco Leibniz White,20240216,food_cupboard,False,False,Bahlsen Choco Leibniz White,,,,Bahlsen,,,125.0,g,,True,,,{'bakery_type': ['white']},Choco Leibniz White,choco leibniz white
Sains,0.65,14.4,kg,Goralki Wafer Chocolate Filling 50g,20240413,food_cupboard,False,False,Goralki Wafer Chocolate Filling 50g,,,,,,,50.0,g,,False,,,,Goralki Wafer Chocolate Filling,goralki wafer chocolate filling
Morrisons,1.35,4.0,kg,Filippo Berio Basilico Pasta Sauce,20240413,food_cupboard,False,False,Filippo Berio Basilico Pasta Sauce,,,,Filippo Berio,,,337.5,g,,True,,,,Basilico Pasta Sauce,basilico pasta sauce
Morrisons,26.0,37.14,l,Courvoisier VS Cognac,20240413,drinks,False,False,Courvoisier VS Cognac,,,,Courvoisier,,,700.1,ml,,True,,,,VS Cognac,vs cognac
Sains,1.5,6.0,l,Weetabix On The Go Breakfast Drink Vanilla 250ml,20240413,food_cupboard,False,False,Weetabix On The Go Breakfast Drink Vanilla 250ml,,,,Weetabix On The Go,,,250.0,ml,,False,,,,Breakfast Drink Vanilla,breakfast drink vanilla
ASDA,4.5,7.03,kg,Chicago Town Takeaway Large Cheesy Stuffed Pepperoni Pizza,20240413,frozen,False,False,Chicago Town Takeaway Large Cheesy Stuffed Pepperoni Pizza,,,,Chicago Town,,,640.1,g,,True,,,,Takeaway Large Cheesy Stuffed Pepperoni Pizza,takeaway large cheesy stuffed pepperoni pizza
Sains,3.6,10.0,kg,Birds Eye 6 Chunky Fish Fingers 360g,20240413,free-from,False,False,Birds Eye 6 Chunky Fish Fingers 360g,,,,Birds Eye,,,360.0,g,,False,,,{'texture': ['chunky']},6 Chunky Fish Fingers,6 chunky fish fingers
Sains,8.5,17.0,kg,Lavazza Espresso Barista Gran Crema Coffee Beans 500g,20240413,food_cupboard,False,False,Lavazza Espresso Barista Gran Crema Coffee Beans 500g,,,,Lavazza,,,500.0,g,,False,,,,Espresso Barista Gran Crema Coffee Beans,espresso barista gran crema coffee beans
Sains,0.7,31.82,kg,SlimFast Snack Bag Baked Cheddar Flavour Bites single serve 23g,20240325,free-from,False,False,SlimFast Snack Bag Baked Cheddar Flavour Bites single serve 23g,,,,Slimfast,,,23.0,g,,False,,,{'cooking_method': ['baked']},Snack Bag Baked Cheddar Flavour Bites single serve,snack bag baked cheddar flavour bites single serve
Morrisons,5.5,27.5,kg,Morrisons Best White Dark Chocolate…,20240402,food_cupboard,True,True,Morrisons Best White Dark Chocolate…,Morrisons,standard,,,,,200.0,g,,True,,,{'bakery_type': ['white']},Best White Dark Chocolate…,best white dark chocolate
Morrisons,3.39,19.9,kg,Pip & Nut Smooth Almond Butter,20240413,food_cupboard,False,False,Pip & Nut Smooth Almond Butter,,,,,,,170.4,g,,True,,,{'texture': ['smooth']},Pip and Nut Smooth Almond Butter,pip and nut smooth almond butter
ASDA,1.0,1.3,l,Radnor Splash Orange & Passion Fruit Still Spring Water Cartons,20240413,drinks,False,False,Radnor Splash Orange & Passion Fruit Still Spring Water Cartons,,,,,,,769.2,ml,,True,,,,Radnor Splash Orange and Passion Fruit Still Spring Water Cartons,radnor splash orange and passion fruit still spring water cartons
ASDA,1.75,4.38,kg,ASDA Cottage Pie,20240413,frozen,True,False,ASDA Cottage Pie,ASDA,standard,,,,,399.5,g,,True,,,,Cottage Pie,cottage pie
Morrisons,1.6,18.2,kg,Schwartz Extra Mature Cheddar Cheese Sauce Mix,20240112,food_cupboard,False,False,Schwartz Extra Mature Cheddar Cheese Sauce Mix,,,,Schwartz,,,87.9,g,,True,,,"{'maturity': ['extra mature', 'mature']}",Extra Mature Cheddar Cheese Sauce Mix,extra mature cheddar cheese sauce mix
Morrisons,1.99,0.3,l,Morrisons Yorkshire Vale Water,20240413,drinks,True,False,Morrisons Yorkshire Vale Water,Morrisons,standard,,,,,6633.3,ml,,True,,,,Yorkshire Vale Water,yorkshire vale water
Sains,4.8,12.3,kg,Bisto Best Beef Gravy Granules 390g,20240413,food_cupboard,False,False,Bisto Best Beef Gravy Granules 390g,,,,Bisto,,,390.0,g,,False,,,,Best Beef Gravy Granules,best beef gravy granules
Sains,2.5,13.9,kg,Lotus Biscoff Milk Chocolate with Biscoff Crumbs 180g,20240413,food_cupboard,False,False,Lotus Biscoff Milk Chocolate with Biscoff Crumbs 180g,,,,Lotus Biscoff,,,180.0,g,,False,,,,Milk Chocolate with Biscoff Crumbs,milk chocolate with biscoff crumbs
ASDA,0.95,10.56,kg,Mama Hot & Spicy Flavour Oriental Style Instant Noodles,20240413,food_cupboard,False,False,Mama Hot & Spicy Flavour Oriental Style Instant Noodles,,,,Mama,,,90.0,g,,True,,,"{'flavor': ['spicy', 'hot']}",Hot and Spicy Flavour Oriental Style Instant Noodles,hot and spicy flavour oriental style instant noodles
Tesco,4.5,11.84,kg,Tesco Beef Brisket Joint In Gravy 380G,20240413,fresh_food,True,False,Tesco Beef Brisket Joint In Gravy 380G,Tesco,standard,,,,,380.0,g,,False,,,"{'cut_meat': ['brisket', 'joint']}",Beef Brisket Joint In Gravy,beef brisket joint in gravy
ASDA,2.4,13.33,kg,Cathedral City Grated Extra Mature Cheddar,20240413,fresh_food,False,False,Cathedral City Grated Extra Mature Cheddar,,,,Cathedral City,,,180.0,g,,True,,,"{'form': ['grated'], 'maturity': ['extra mature', 'mature']}",Grated Extra Mature Cheddar,grated extra mature cheddar
Tesco,15.99,2.66,l,Budweiser 20X300ml Bottle,20240413,drinks,False,False,Budweiser 20X300ml Bottle,,,,Budweiser,20.0,count_x_size,6000.0,ml,,False,,,{'packaging': ['bottle']},Bottle,bottle
Sains,0.5,3.3,kg,Sainsbury's Custard Cream Twists with an Apple Pie Flavour Cream Filling 150g,20240413,food_cupboard,True,False,Sainsbury's Custard Cream Twists with an Apple Pie Flavour Cream Filling 150g,Sainsbury's,standard,,,,,150.0,g,,False,,,,Custard Cream Twists with an Apple Pie Flavour Cream Filling,custard cream twists with an apple pie flavour cream filling
ASDA,7.5,7.5,unit,Scoville Glasslux 2 Piece Roaster Set 2.2L/3L,20240413,fresh_food,False,False,Scoville Glasslux 2 Piece Roaster Set 2.2L/3L,,,,Scoville,2.0,bag_count,2200.0,ml,,False,,,,Glasslux Roaster Set /,glasslux roaster set
ASDA,11.0,11.0,unit,CD Now That's What I Call Pop Gold by Various Artists,20240413,drinks,False,False,CD Now That's What I Call Pop Gold by Various Artists,,,,,,,,,,False,,,,CD Now That's What I Call Pop Gold by Various Artists,cd now that s what i call pop gold by various artists
Sains,1.75,3.5,l,Fanta Orange 500mL,20240413,drinks,False,False,Fanta Orange 500mL,,,,Fanta,,,500.0,ml,,False,,,,Orange,orange
Morrisons,0.75,0.9,kg,Morrisons Wholemeal Toastie Bread,20240413,bakery,True,False,Morrisons Wholemeal Toastie Bread,Morrisons,standard,,,,,833.3,g,,True,,,{'bakery_type': ['wholemeal']},Wholemeal Toastie Bread,wholemeal toastie bread
ASDA,2.69,9.0,kg,Cypressa Brown Tahini,20240413,food_cupboard,False,False,Cypressa Brown Tahini,,,,,,,298.9,g,,True,,,{'bakery_type': ['brown']},Cypressa Brown Tahini,cypressa brown tahini
Tesco,1.5,6.8,l,The Coconut Collaborative Vegan Double Cream 220Ml,20240413,fresh_food,False,False,The Coconut Collaborative Vegan Double Cream 220Ml,,,,,,,220.0,ml,,False,diet,vegan,,The Coconut Collaborative Double Cream,the coconut collaborative double cream
Sains,17.5,25.0,l,Pimm's No.1 70cl,20240413,drinks,False,False,Pimm's No.1 70cl,,,,Pimm'S,,,700.0,ml,,False,,,,No.1,no 1
Sains,2.3,2.3,l,J2O Spritz Sparkling Apple & Elderflower Cans 4x250ml,20240413,drinks,False,False,J2O Spritz Sparkling Apple & Elderflower Cans 4x250ml,,,,J2O,4.0,count_x_size,1000.0,ml,,False,,,{'packaging': ['cans']},Spritz Sparkling Apple and Elderflower Cans,spritz sparkling apple and elderflower cans
Tesco,1.25,2.78,kg,I Can't Believe It's Not Butter Original Spread 450G,20240413,fresh_food,False,False,I Can't Believe It's Not Butter Original Spread 450G,,,,I Can'T Believe It'S Not Butter,,,450.0,g,,False,,,,Original Spread,original spread
Sains,1.95,13.93,kg,Philadelphia Soft Cheese Mini Tub Light x4 35g,20240413,fresh_food,False,False,Philadelphia Soft Cheese Mini Tub Light x4 35g,,,,Philadelphia,4.0,x_count,35.0,g,,False,,,"{'texture': ['soft'], 'packaging': ['tub']}",Soft Cheese Mini Tub Light,soft cheese mini tub light
ASDA,4.5,4.5,unit,George Home Glass Roaster with clip lid 1.5L,20240413,fresh_food,True,False,George Home Glass Roaster with clip lid 1.5L,George Home,standard,,,,,1500.0,ml,,False,,,,Glass Roaster with clip lid,glass roaster with clip lid
Morrisons,2.49,18.4,kg,Peter's Yard Seeded Sourdough Flatbreds,20240413,food_cupboard,False,False,Peter's Yard Seeded Sourdough Flatbreds,,,,Peter'S,,,135.3,g,,True,,,"{'bakery_type': ['sourdough', 'seeded']}",Yard Seeded Sourdough Flatbreds,yard seeded sourdough flatbreds
Sains,3.25,2.1,l,Lucozade Energy Cherry 4x380ml,20240302,drinks,False,False,Lucozade Energy Cherry 4x380ml,,,,Lucozade,4.0,count_x_size,1520.0,ml,,False,,,,Energy Cherry,energy cherry
Sains,2.0,4.2,l,"Sainsbury's Blonde Chocolate Ice Cream, Taste the Difference 330g",20240215,free-from,True,False,"Sainsbury's Blonde Chocolate Ice Cream, Taste the Difference 330g",Sainsbury's,standard,,,,,330.0,g,,False,,,,"Blonde Chocolate Ice Cream, Taste the Difference",blonde chocolate ice cream taste the difference
Sains,1.35,5.0,kg,McVitie's Dark Chocolate Digestive Biscuits 266g,20240413,food_cupboard,False,False,McVitie's Dark Chocolate Digestive Biscuits 266g,,,,Mcvitie'S,,,266.0,g,,False,,,,Dark Chocolate Digestive Biscuits,dark chocolate digestive biscuits
Sains,9.5,1.9,l,Pura Refined Vegetable Oil 5L,20240413,food_cupboard,False,False,Pura Refined Vegetable Oil 5L,,,,,,,5000.0,ml,,False,,,,Pura Refined Vegetable Oil,pura refined vegetable oil
Morrisons,2.0,10.0,kg,Castle Dairies Welsh Butter With Ha…,20240413,fresh_food,False,True,Castle Dairies Welsh Butter With Ha…,,,,,,,200.0,g,,True,,,,Castle Dairies Welsh Butter With Ha…,castle dairies welsh butter with ha
Sains,3.5,43.8,kg,Bastides Petits Saucisson Secs 80G,20240413,fresh_food,False,False,Bastides Petits Saucisson Secs 80G,,,,,,,80.0,g,,False,,,,Bastides Petits Saucisson Secs,bastides petits saucisson secs
ASDA,13.0,13.0,unit,Scoville Frying Pan,20240413,fresh_food,False,False,Scoville Frying Pan,,,,Scoville,,,,,,False,,,,Frying Pan,frying pan
